name,price,socket,form_factor,max_memory,memory_slots,color,memory_type,purpose,performance_score
Gigabyte Z590I AORUS ULTRA,120.99,LGA1200,mini itx,64,2,Black,DDR4,Office,8.0
MSI Z490-A PRO,217.16,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus PRIME X570-PRO,231.35,AM4,atx,128,4,Black / White,DDR4,Design,12.13
Asus ROG MAXIMUS Z790 APEX,1199.49,LGA1700,atx,64,2,Silver / Black,DDR4,General,8.39
MSI MEG Z790 ACE,579.99,LGA1700,eatx,128,4,Gold / Black,DDR5,Gaming,12.9
Asus ROG STRIX Z690-G GAMING WIFI,284.0,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock A620M Pro RS,114.99,AM5,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte Z390 AORUS PRO WIFI,354.8,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Gigabyte B450M K,102.75,AM4,micro atx,64,2,Brown / Silver,DDR4,Office,7.61
Asus TUF GAMING B660-PLUS WIFI D4,230.64,LGA1700,atx,128,4,Yellow / Black,DDR5,Gaming,12.9
Gigabyte X570S AORUS MASTER,249.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
ASRock X670E Pro RS,268.99,AM5,atx,128,4,Black,DDR5,Gaming,12.9
ASRock H370M-ITX/ac,99.99,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
Asus PRIME X670-P WIFI,272.99,AM5,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte B760I AORUS PRO DDR4,179.99,LGA1700,mini itx,64,2,Black / Gray,DDR4,Office,8.39
Asus PRIME H610M-K D4,106.32,LGA1700,micro atx,64,2,Silver / Black,DDR4,Office,8.39
Asus ROG STRIX B760-F GAMING WIFI,269.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock Z790 Steel Legend WiFi,229.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus TUF GAMING B550-PRO,170.38,AM4,atx,128,4,Black,DDR4,Design,12.13
ASRock H610M-HVS,79.98,LGA1700,micro atx,64,2,Gray / Black,DDR4,Office,8.39
Gigabyte GA-A320M-S2H,148.55,AM4,micro atx,32,2,Black,DDR4,General,6.32
Asus TUF GAMING B760-PLUS WIFI D4,199.99,LGA1700,atx,128,4,Black / Orange,DDR5,Gaming,12.9
Gigabyte A520 AORUS ELITE,111.05,AM4,atx,128,4,Black / Orange,DDR4,Design,12.13
Gigabyte A520M DS3H,94.94,AM4,micro atx,128,4,Black,DDR4,Office,12.13
Asus PRIME X570-P,258.98,AM4,atx,128,4,Black / White,DDR4,Design,12.13
Gigabyte B450 AORUS PRO WIFI (rev. 1.0),233.46,AM4,atx,64,4,Black / Silver,DDR4,General,9.55
MSI MPG X570S CARBON MAX WIFI,259.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus PRIME Z790M-PLUS,196.99,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock X670E Taichi Carrara,522.99,AM5,eatx,128,4,Black / White,DDR5,Gaming,12.9
Gigabyte B760 GAMING X DDR4,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte B660I AORUS Pro DDR4,281.17,LGA1700,mini itx,64,2,Black,DDR4,Office,8.39
MSI PRO B660M-P DDR4,125.99,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
MSI PRO B660-A DDR4,164.08,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus ROG Crosshair VIII Hero (WI-FI),381.99,AM4,atx,128,4,Black,DDR4,Design,12.13
Gigabyte Z790 AORUS XTREME,782.74,LGA1700,eatx,128,4,Black,DDR5,Gaming,12.9
MSI MPG X570 GAMING PLUS,197.63,AM4,atx,128,4,Black / Red,DDR4,Design,12.13
Asus Z170-A,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
MSI MPG Z790 EDGE WIFI DDR4,259.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock Z790 Pro RS,189.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
MSI MPG X570 GAMING EDGE WIFI,376.58,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
ASRock H670 PG Riptide,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock B760M Pro RS/D4,129.99,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus TUF GAMING B660M-PLUS WIFI D4,201.16,LGA1700,micro atx,128,4,Black / Orange,DDR5,Gaming,12.9
MSI MAG B550M MORTAR MAX WIFI,150.54,AM4,micro atx,128,4,Silver / Black,DDR4,Office,12.13
Gigabyte B450M DS3H V2,157.0,AM4,micro atx,128,4,Black,DDR4,Office,12.13
Gigabyte H410M H V2,137.79,LGA1200,micro atx,64,2,Gray / Black,DDR4,Office,8.0
ASRock B365M-HDV,67.5,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Asus ROG MAXIMUS Z790 EXTREME,782.74,LGA1700,eatx,128,4,Black,DDR5,Gaming,12.9
ASRock B450 Pro4 R2.0,119.99,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus TUF GAMING B650-PLUS,314.25,AM5,atx,128,4,Black / Orange,DDR5,Gaming,12.9
MSI MPG Z690 FORCE WIFI,309.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte B650 AERO G,239.99,AM5,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus ROG Strix X570-E Gaming,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus Prime Z590-P WiFi,140.97,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus ROG STRIX B450-F GAMING II,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus TUF GAMING A620M-PLUS WIFI,149.99,AM5,micro atx,128,4,Black / Orange,DDR5,Gaming,12.9
ASRock B760M-ITX/D4 WiFi,184.18,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Asus TUF GAMING B450-PLUS II,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Gigabyte A620M S2H,86.99,AM5,micro atx,96,2,Gray / Black,DDR5,Office,9.68
ASRock H610M-ITX/ac,151.04,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Asus ROG STRIX Z690-I GAMING WIFI,339.0,LGA1700,mini itx,64,2,Black / Silver,DDR4,Office,8.39
Gigabyte Z690 GAMING X DDR4,227.38,LGA1700,atx,128,4,Black / Gray,DDR5,Gaming,12.9
Gigabyte X570 I AORUS PRO WIFI,369.0,AM4,mini itx,64,2,Black / Silver,DDR4,Office,7.61
Asus PRIME Z790M-PLUS D4,189.0,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Gigabyte A520M H,87.69,AM4,micro atx,64,2,Black,DDR4,Office,7.61
ASRock B650E STEEL LEGEND WIFI,229.99,AM5,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus ROG MAXIMUS Z690 HERO,397.99,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus PRIME B450M-A,199.0,AM4,micro atx,64,4,Black,DDR4,Office,9.55
Intel DQ45EK,92.99,LGA775,mini itx,4,2,Green / Blue,DDR3,General,2.48
Gigabyte B560M DS3H V2,188.75,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
Asus TUF GAMING B550M-E WIFI,134.44,AM4,micro atx,128,4,Orange / Black,DDR4,Office,12.13
Gigabyte X670E AORUS XTREME (rev. 1.0),699.99,AM5,eatx,128,4,Black,DDR5,Gaming,12.9
Asus ROG MAXIMUS Z690 FORMULA,920.68,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus TUF GAMING B760M-PLUS WIFI,194.99,LGA1700,micro atx,128,4,Black / Orange,DDR5,Gaming,12.9
ASRock B760M Pro RS/D4 WiFi,149.99,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte Z790 AORUS ELITE AX DDR4,234.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Asus ROG MAXIMUS Z690 APEX,1201.0,LGA1700,atx,64,2,Black / Silver,DDR4,General,8.39
MSI MAG B660M MORTAR MAX WIFI DDR4,159.99,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus PRIME A520M-K,107.36,AM4,micro atx,64,2,Black / Silver,DDR4,Office,7.61
MSI PRO B650M-P,164.69,AM5,micro atx,192,4,Black / Silver,DDR5,Gaming,15.48
Gigabyte B760M C,134.99,LGA1700,micro atx,192,4,Brown / Gray,DDR5,Gaming,15.48
ASRock B550 Steel Legend,149.99,AM4,atx,128,4,Silver / Black,DDR4,Design,12.13
Gigabyte B760I AORUS PRO,266.39,LGA1700,mini itx,96,2,Silver / Black,DDR4,Office,9.68
Gigabyte B760 DS3H AC DDR4,119.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock Z790 PG-ITX/TB4,334.99,LGA1700,mini itx,64,2,Black,DDR4,Office,8.39
MSI Z97-GAMING 5,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Asus STRIX B350-F GAMING,199.67,AM4,atx,64,4,Black,DDR4,General,9.55
ASRock Z790 PG Lightning/D4,169.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock B660M-ITX/ac,179.97,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Gigabyte X570 AORUS ELITE,318.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus TUF GAMING B450M-PRO II,134.59,AM4,micro atx,128,4,Black / Yellow,DDR4,Office,12.13
Asus PRIME Z690-P D4,199.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock B760M PG SONIC WiFi,139.99,LGA1700,micro atx,128,4,Blue / Silver,DDR5,Gaming,12.9
ASRock Z690 Pro RS,149.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus TUF GAMING B450M-PLUS II,128.99,AM4,micro atx,128,4,Black,DDR4,Office,12.13
Gigabyte B550 VISION D-P,243.52,AM4,atx,128,4,White / Black,DDR4,Design,12.13
Asus ROG STRIX Z690-A GAMING WIFI,192.32,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock Z690 Phantom Gaming 4,139.99,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock Z590 Steel Legend,114.5,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
Asus ROG STRIX Z490-E GAMING,369.77,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
MSI MAG B550M MORTAR WIFI,279.25,AM4,micro atx,128,4,Silver / Black,DDR4,Office,12.13
ASRock Z690 Steel Legend,139.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock A320M-HDV R4.0,105.07,AM4,micro atx,32,2,Black / White,DDR4,General,6.32
ASRock A620M-HDV/M.2+,95.99,AM5,micro atx,64,2,Gray / Black,DDR5,Office,8.39
Asus ROG STRIX B760-A GAMING WIFI,244.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte B450 AORUS M,121.48,AM4,micro atx,64,4,Black / Gray,DDR4,Office,9.55
ASRock B550 PG Velocita,129.99,AM4,atx,128,4,Silver / Black,DDR4,Design,12.13
MSI Z370-A PRO,456.93,LGA1151,atx,64,4,Brown / Black,DDR4,General,8.77
Asus ASUS B85M-E,113.11,LGA1150,micro atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte H610I,119.99,LGA1700,mini itx,64,2,Black,DDR4,Office,8.39
Asus ROG MAXIMUS Z690 EXTREME,949.99,LGA1700,eatx,128,4,Unknown,DDR5,Gaming,12.9
Asus PRIME H310M-E R2.0,189.0,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
MSI B450 TOMAHAWK MAX II,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
ASRock B660M Phantom Gaming 4,133.61,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
MSI MPG B550 GAMING EDGE WIFI,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus PRIME B550M-A AC,128.99,AM4,micro atx,128,4,Black / Silver,DDR4,Office,12.13
MSI B560M PRO-E,131.44,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
ASRock X570 Pro4,150.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus TUF GAMING H670-PRO WIFI D4,179.99,LGA1700,atx,128,4,Gray / Black,DDR5,Gaming,12.9
ASRock H670M-ITX/ax,169.99,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Gigabyte B450 AORUS ELITE,166.54,AM4,atx,64,4,Black / Silver,DDR4,General,9.55
Asus PRIME H610M-E D4,121.9,LGA1700,micro atx,64,2,Silver / Black,DDR4,Office,8.39
Asus Prime X470-Pro,281.35,AM4,atx,64,4,Black / White,DDR4,General,9.55
Gigabyte Z590 VISION G,219.99,LGA1200,atx,128,4,Black / White,DDR4,Gaming,12.52
ASRock X570 Taichi,218.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
MSI B450-A PRO MAX,169.39,AM4,atx,64,4,Brown / Black,DDR4,General,9.55
ASRock H510M-ITX/ac,211.0,LGA1200,mini itx,64,2,Silver / Black,DDR4,Office,8.0
Gigabyte B650E AORUS MASTER,484.09,AM5,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus PRIME H510M-E,98.05,LGA1200,micro atx,64,2,Silver / Black,DDR4,Office,8.0
MSI PRO H610M-G WIFI DDR4,109.99,LGA1700,micro atx,64,2,Black / Silver,DDR4,Office,8.39
MSI MPG Z390 GAMING EDGE AC,357.88,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
MSI PRO B760-P WIFI,169.99,LGA1700,atx,192,4,Black / Silver,DDR5,Gaming,15.48
MSI PRO B760M-P,143.0,LGA1700,micro atx,192,4,Black,DDR5,Gaming,15.48
MSI MAG B560M MORTAR,129.99,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
Gigabyte X670 GAMING X AX (rev. 1.0),343.16,AM5,atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte H610I DDR4,109.99,LGA1700,mini itx,64,2,Black / Gray,DDR4,Office,8.39
Asus PRIME B760M-A D4,144.99,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus PRIME Z270-A,442.22,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
MSI MAG X570 TOMAHAWK WIFI,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus TUF GAMING X570-PLUS,228.89,AM4,atx,128,4,Black / Gold,DDR4,Design,12.13
MSI PRO-H610M-E-DDR4,109.19,LGA1700,micro atx,64,2,Black,DDR4,Office,8.39
Gigabyte B660 DS3H AX DDR4,180.21,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock Z690 Phantom Gaming-ITX/TB4,245.99,LGA1700,mini itx,64,2,Black / Red,DDR4,Office,8.39
Asus ROG CROSSHAIR X670E GENE,646.95,AM5,micro atx,64,2,Black / Silver,DDR5,Office,8.39
ASRock B760M-HDV/M.2 D4,109.99,LGA1700,micro atx,64,2,Silver / Black,DDR4,Office,8.39
MSI PRO B660M-A DDR4,179.99,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus TUF GAMING B760-PLUS WIFI,209.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock H610M-HDV,92.83,LGA1700,micro atx,64,2,Gray / Black,DDR4,Office,8.39
Gigabyte X570 AORUS ELITE WIFI,375.99,AM4,atx,128,4,Black,DDR4,Design,12.13
MSI MPG Z390 GAMING PLUS,1733.29,LGA1151,atx,128,4,Black / Red,DDR4,Design,11.35
Gigabyte B365M DS3H,460.28,LGA1151,micro atx,64,4,Black,DDR4,Office,8.77
ASRock B550 Extreme4,164.99,AM4,atx,128,4,Blue / Black,DDR4,Design,12.13
Asus PRIME B760M-A WIFI D4,162.42,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock Z590 Pro4,159.46,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
Asus TUF GAMING X670E-PLUS,349.07,AM5,atx,128,4,Black / Orange,DDR5,Gaming,12.9
MSI X570-A PRO,259.0,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Gigabyte Z690 AERO G DDR4,215.95,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus ROG MAXIMUS XI HERO (WI-FI),455.0,LGA1151,atx,128,4,Black,DDR4,Design,11.35
Asus PRIME B560M-A,192.65,LGA1200,micro atx,128,4,Silver / Black,DDR4,Gaming,12.52
ASRock A620M-HDV/M.2,85.99,AM5,micro atx,64,2,Gray / Black,DDR5,Office,8.39
Gigabyte B450 I AORUS PRO WIFI,245.78,AM4,mini itx,64,2,Black / Silver,DDR4,Office,7.61
MSI X470 GAMING PLUS MAX,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
ASRock B660 Pro RS,205.32,LGA1700,atx,128,4,Gray / Black,DDR5,Gaming,12.9
Asus PRIME H770-PLUS D4,154.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
MSI B650 GAMING PLUS WIFI,200.98,AM5,atx,128,4,Black,DDR5,Gaming,12.9
MSI PRO Z790-A WIFI DDR4,249.99,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
EVGA Z790 DARK K|NGP|N,649.99,LGA1700,eatx,64,2,Black,DDR4,General,8.39
Gigabyte Z390 UD,235.0,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Asus PRIME Z590-P,159.46,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
ASRock Z790 PG SONIC,249.99,LGA1700,atx,128,4,Black / Blue,DDR5,Gaming,12.9
Gigabyte B760M GAMING X DDR4,145.78,LGA1700,micro atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte Z790 D DDR4,189.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock H310CM-HDV,82.99,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
MSI PRO B760M-A WIFI,169.95,LGA1700,micro atx,128,4,Black,DDR5,Gaming,12.9
ASRock Z77 Extreme4,299.89,LGA1155,atx,32,4,Brown / Black,DDR3,General,6.71
ASRock B450 Pro4,187.5,AM4,atx,64,4,Black / Silver,DDR4,General,9.55
Asus TUF GAMING A520M-PLUS,156.99,AM4,micro atx,128,4,Black,DDR4,Office,12.13
Asus ROG Strix X570-F Gaming,449.05,AM4,atx,128,4,Black,DDR4,Design,12.13
Gigabyte Z790I AORUS ULTRA,329.99,LGA1700,mini itx,96,2,Silver / Black,DDR4,Office,9.68
Supermicro X11SCL-IF,242.89,LGA1151,mini itx,64,2,Green,DDR4,Office,6.84
MSI B450M MORTAR MAX,145.13,AM4,micro atx,64,4,Black,DDR4,Office,9.55
Asus PROART B650-CREATOR,255.99,AM5,atx,128,4,Black / Copper,DDR5,Gaming,12.9
Asus Strix B550-XE Gaming WiFi,223.99,AM4,atx,128,4,Black,DDR4,Design,12.13
Gigabyte X570S AERO G,351.15,AM4,atx,128,4,Black / White,DDR4,Design,12.13
Gigabyte B550 AORUS PRO AC,325.0,AM4,atx,128,4,Black / Orange,DDR4,Design,12.13
ASRock Z690 Steel Legend WiFi 6E,184.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte B760 GAMING X,307.37,LGA1700,atx,128,4,Black / Gray,DDR5,Gaming,12.9
Gigabyte TRX40 AORUS PRO WIFI,1105.72,STRX4,atx,256,8,Black / Orange,DDR4,Design,20.77
Gigabyte B550 AORUS PRO V2,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
MSI PRO Z690-A,365.0,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus Prime Z370-A,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
MSI Z590-A PRO,109.99,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
ASRock B650E TAICHI,369.99,AM5,eatx,128,4,Black,DDR5,Gaming,12.9
Asus PRIME Z590-A,239.0,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
Gigabyte B550M AORUS PRO-P,138.29,AM4,micro atx,128,4,Black,DDR4,Office,12.13
ASRock Z790 Pro RS/D4,179.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus PRIME B550M-A/CSM,119.99,AM4,micro atx,128,4,Black / White,DDR4,Office,12.13
Asus ROG Crosshair VIII Hero,369.99,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus H81M-K,186.79,LGA1150,micro atx,16,2,Unknown,DDR3,General,4.52
Gigabyte Z690 AERO G,219.99,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock Z690 Extreme WiFi 6E,196.99,LGA1700,atx,128,4,Black / Blue,DDR5,Gaming,12.9
Gigabyte B550 AORUS MASTER,199.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Gigabyte B660 GAMING X AX DDR4,349.0,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte B760 DS3H AX DDR4,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte GA-H81M-S2PH,144.99,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
ASRock Z790 Taichi Carrara,499.99,LGA1700,eatx,128,4,White / Black,DDR5,Gaming,12.9
MSI MPG Z590 GAMING PLUS,162.99,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus PRIME B650M-A AX,179.99,AM5,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus ROG STRIX Z370-E GAMING,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
MSI B450 GAMING PRO CARBON AC,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
MSI B460M PRO-VDH WIFI,188.75,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
ASRock X570 PG Velocita,199.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Gigabyte Z690 AORUS MASTER,524.91,LGA1700,eatx,128,4,Black,DDR5,Gaming,12.9
ASRock B550 Taichi,189.99,AM4,atx,128,4,Gold / Black,DDR4,Design,12.13
Gigabyte Z790 AORUS ELITE AX-W,486.0,LGA1700,atx,192,4,Silver / Black,DDR5,Gaming,15.48
ASRock B650 LiveMixer,169.99,AM5,atx,128,4,Orange / Black,DDR5,Gaming,12.9
MSI B350 TOMAHAWK,201.84,AM4,atx,64,4,Black / Red,DDR4,General,9.55
Asus ROG Crosshair VIII Extreme,1109.43,AM4,eatx,128,4,Black,DDR4,Design,12.13
NZXT N7 Z590,215.59,LGA1200,atx,128,4,White,DDR4,Gaming,12.52
ASRock Z690M Phantom Gaming 4,129.99,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock Z790 Taichi,608.06,LGA1700,eatx,128,4,Black / Gold,DDR5,Gaming,12.9
Asus ROG STRIX B550-E GAMING,479.0,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus ROG STRIX B660-F GAMING WIFI,306.36,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte B550 AORUS ELITE,185.73,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
MSI MPG B550I GAMING EDGE WIFI,245.78,AM4,mini itx,64,2,Black / Silver,DDR4,Office,7.61
MSI MPG Z690 EDGE WIFI,388.43,LGA1700,atx,128,4,Unknown,DDR5,Gaming,12.9
Gigabyte A520M K,97.03,AM4,micro atx,64,2,Brown / Black,DDR4,Office,7.61
Gigabyte B560M DS3H AC,188.75,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
MSI MAG B560M MORTAR WIFI,195.39,LGA1200,micro atx,128,4,Black / White,DDR4,Gaming,12.52
Gigabyte X570S UD,208.01,AM4,atx,128,4,Black / Gray,DDR4,Design,12.13
ASRock Z590 Extreme,116.0,LGA1200,atx,128,4,Black / Blue,DDR4,Gaming,12.52
MSI MPG Z390 GAMING PRO CARBON,428.88,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Gigabyte B660 DS3H DDR4,203.34,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock B760 Pro RS/D4,169.99,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
ASRock 970M PRO3,99.99,AM3+/AM3,micro atx,64,4,Black,DDR4,Office,8.39
ASRock X399M Taichi,456.89,STR4,micro atx,64,4,Black,DDR4,Office,8.39
MSI B450M MORTAR TITANIUM,123.49,AM4,micro atx,64,4,White,DDR4,Office,9.55
Gigabyte GA-H61M-S1,296.73,LGA1155,micro atx,16,2,Blue / White,DDR3,General,4.13
Gigabyte X570SI AORUS PRO AX,429.0,AM4,mini itx,64,2,Black / Silver,DDR4,Office,7.61
Gigabyte H610M H DDR4,110.77,LGA1700,micro atx,64,2,Black / Gray,DDR4,Office,8.39
Asus Z170 PRO GAMING,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
NZXT N7-Z69XT-B1,299.73,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
MSI B450M GAMING PLUS,105.95,AM4,micro atx,64,2,Black / Red,DDR4,Office,7.61
Gigabyte GA-AB350-GAMING 3,201.84,AM4,atx,64,4,Black / Red,DDR4,General,9.55
MSI Z270 GAMING PRO CARBON,255.95,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
MSI MAG B560 TOMAHAWK WIFI,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
MSI MPG X570 GAMING PRO CARBON WIFI,324.99,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus PRIME A520M-E,94.18,AM4,micro atx,64,2,Black,DDR4,Office,7.61
MSI MEG Z690 UNIFY,369.99,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock H470M-HDV,85.58,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Gigabyte Z790 UD,311.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Asus PRIME H610M-A D4,128.74,LGA1700,micro atx,64,2,Silver / Black,DDR4,Office,8.39
MSI X470 GAMING PLUS,198.34,AM4,atx,64,4,Red / Black,DDR4,General,9.55
Asus PRIME B360M-A,330.67,LGA1151,micro atx,64,4,Silver / Black,DDR4,Office,8.77
Asus ROG MAXIMUS XIII HERO,309.99,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus PRIME A320M-A,108.8,AM4,micro atx,64,4,Black / Gray,DDR4,Office,9.55
Asus PRIME H510M-A,113.78,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Gigabyte X570 AORUS MASTER,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus ROG STRIX X470-F Gaming,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
Asus STRIX Z270-E GAMING,645.02,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus ROG Strix B450-I Gaming,245.78,AM4,mini itx,64,2,Black / Silver,DDR4,Office,7.61
Gigabyte Z690 AORUS ULTRA,239.99,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock Z690 PG Riptide,129.99,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock A520M Pro4,89.99,AM4,micro atx,128,4,Black / Silver,DDR4,Office,12.13
ASRock Fatal1ty H370 Performance,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
