name,price,price_per_gb,color,first_word_latency,cas_latency,speed_mhz,ddr_type,total_capacity,purpose,performance_score
Kingston KVR16LSE11/8 8 GB,59.99,7.499,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16LE11S8/4KF 4 GB,32.58,8.145,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16LE11S8/4 4 GB,45.87,11.467,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR1333D3E9SK2/8G 8 GB,34.97,4.371,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR1333D3E9SK3/24G 24 GB,194.99,8.125,Green,13.503,9.0,1333,DDR3,24,General,12.324094254643757
Kingston KVR1333D3S8R9S/2G 2 GB,16.45,8.225,Green,13.503,9.0,1333,DDR3,2,General,4.542088009522757
Kingston KVR13E9/8I 8 GB,64.81,8.101,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR13LSE9/8 8 GB,120.0,15.0,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR16E11/4 4 GB,30.52,7.63,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16E11/8I 8 GB,45.01,5.626,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16E11S8/4 4 GB,45.0,11.25,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16LE11/8I 8 GB,68.98,8.623,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Crucial CT102472BD1339 8 GB,34.99,4.374,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Crucial CT51272BA186DJ 4 GB,39.99,9.998,Black / Green,13.934,13.0,1866,DDR3,4,General,6.513854298879775
Kingston KTH-PL426/16G 16 GB,54.7,3.419,Green / Black,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Kingston KTD-PE426S8/8G 8 GB,36.38,4.548,Green / Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
G.Skill F4-3600C17Q-64GTZ 64 GB,647.99,10.125,Gray / Red,9.444,17.0,3600,DDR4,64,Office,32.106439217193525
Silicon Power SP016GBLFU240B02 16 GB,53.93,3.371,Unknown,14.167,17.0,2400,DDR4,16,General,12.048482329576846
Silicon Power SP016GBLFU266B02 16 GB,68.29,4.268,Unknown,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Silicon Power SP004GBSFU213N02 4 GB,45.0,11.25,Unknown,14.065,15.0,2133,DDR4,4,General,7.156743462285009
Silicon Power SP016GBSFU213B02 16 GB,41.29,2.581,Unknown,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Silicon Power SP016GBLFU240BS2 16 GB,159.16,9.947,Gray,14.167,17.0,2400,DDR4,16,General,12.048482329576846
Corsair XMS3 DHX 4 GB,85.57,21.392,Black / White,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
PNY Optima 4 GB,68.43,17.108,Orange,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
ADATA AD2S800B2G5-R 2 GB,16.45,8.225,Green,12.5,5.0,800,DDR2,2,General,3.3316249504774103
Corsair CMSO4GX3M1A1333C9 4 GB,24.99,6.247,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Corsair VS1GSDS533D2 1 GB,34.72,34.72,Green,15.009,4.0,533,DDR2,1,General,2.2601431234901708
Crucial CT51264BC1067 4 GB,19.95,4.987,Green,13.133,7.0,1066,DDR3,4,General,4.631943469911515
Crucial CT25664AC800 2 GB,13.68,6.84,Green,15.0,6.0,800,DDR2,2,General,3.234284689202722
G.Skill F3-10600CL9D-8GBSQ 8 GB,99.99,12.499,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
G.Skill F3-10666CL9S-4GBSQ 4 GB,12.72,3.18,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
G.Skill F2-6400CL5S-2GBSQ 2 GB,25.23,12.615,Green,12.5,5.0,800,DDR2,2,General,3.3316249504774103
Kingston KHX1600C9S3K2/4GX 4 GB,40.99,10.248,Blue / Silver,11.25,9.0,1600,DDR3,4,General,5.972215844443425
Kingston KVR1333D3S9/4G 4 GB,26.97,6.742,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Kingston KVR667D2SO/2GR 2 GB,22.5,11.25,Green,14.993,5.0,667,DDR2,2,General,2.92441736781712
Kingston KVR800D2S5/2G 2 GB,18.98,9.49,Green,12.5,5.0,800,DDR2,2,General,3.3316249504774103
Kingston KVR1066D3S7/4G 4 GB,46.37,11.592,Green,13.133,7.0,1066,DDR3,4,General,4.631943469911515
Kingston KVR800D2S6K2/2G 2 GB,26.0,13.0,Green,15.0,6.0,800,DDR2,2,General,3.234284689202722
Patriot Signature 2 GB,28.99,14.495,Green,13.503,9.0,1333,DDR3,2,General,4.542088009522757
Patriot PSD34G1066SK 4 GB,49.95,12.488,Green,13.133,7.0,1066,DDR3,4,General,4.631943469911515
Samsung MV-2S1G4 1 GB,16.98,16.98,Black,15.0,6.0,800,DDR2,1,General,2.880557132606313
G.Skill F3-12800CL9S-4GBSQ 4 GB,12.87,3.217,Green,11.25,9.0,1600,DDR3,4,General,5.972215844443425
PNY MN4096SD3-1333 4 GB,29.95,7.487,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
PNY MN8192KD3-1333 8 GB,167.91,20.989,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Mushkin 991647 4 GB,14.64,3.66,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Transcend JetRam 2 GB,39.08,19.54,Green,13.75,11.0,1600,DDR3,2,General,5.171672405676863
Crucial CT51264BD1339 4 GB,26.35,6.588,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Corsair CMSO16GX3M2A1333C9 16 GB,74.99,4.687,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Crucial CT2KIT102464BF1339 16 GB,69.98,4.374,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Kingston Value 4 GB,24.86,6.215,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Crucial CT2KIT51264BF1339 8 GB,33.0,4.125,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Crucial CT2KIT25664BF1339 4 GB,34.99,8.748,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Crucial CT51264BF1339 4 GB,19.82,4.955,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
G.Skill F3-10666CL9S-8GBSQ 8 GB,19.06,2.382,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
G.Skill F3-1333C9S-8GSA 8 GB,58.0,7.25,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR16S11/8 8 GB,36.5,4.562,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16S11S8/4 4 GB,18.97,4.742,Unknown,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR13S9S8/4 4 GB,19.64,4.91,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Crucial CT2K4G3S1339M 8 GB,48.5,6.062,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Crucial CT2K8G3S1339M 16 GB,93.99,5.874,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Crucial CT2K4G3S160BM 8 GB,59.99,7.499,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Lexar CT2KIT51264BF160B 8 GB,189.0,23.625,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Corsair CMSO4GX3M1A1600C11 4 GB,17.95,4.487,Green,11.25,9.0,1600,DDR3,4,General,5.972215844443425
Kingston KVR16N11H/4 4 GB,28.12,7.03,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston XMP 10th Anniversary 8 GB,99.98,12.498,Gray / Silver,11.25,9.0,1600,DDR3,8,General,7.38712607082906
Kingston KVR16LS11/4 4 GB,20.98,5.245,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KTL-TP3CL/4G 4 GB,30.0,7.5,Unknown,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KTH-X3CL/4G 4 GB,39.99,9.998,Unknown,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KTD-L3CL/4G 4 GB,33.74,8.435,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
G.Skill F3-1600C9S-4GSL 4 GB,20.0,5.0,Unknown,11.25,9.0,1600,DDR3,4,General,5.972215844443425
VisionTek 900390 2 GB,29.94,14.97,Black,10.0,8.0,1600,DDR3,2,General,5.327840320290709
Kingston KVR13S9S8K2/8 8 GB,42.0,5.25,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Corsair CMSO4GX3M1C1333C9 4 GB,24.99,6.247,Unknown,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Patriot Viper SODIMM 4 GB,37.58,9.395,Black / Silver,11.25,9.0,1600,DDR3,4,General,5.972215844443425
Patriot Viper SODIMM 8 GB,50.31,6.289,Black / Silver,11.25,9.0,1600,DDR3,8,General,7.38712607082906
Corsair Mac Memory 4 GB,24.99,6.247,Black / Green,13.133,7.0,1066,DDR3,4,General,4.631943469911515
Crucial CT2G3S1067M 2 GB,19.98,9.99,Black / Green,13.133,7.0,1066,DDR3,2,General,3.924488356718697
Crucial CT4G3S1339M 4 GB,19.0,4.75,Black / Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Crucial CT8G3S1339M 8 GB,31.36,3.92,Black / Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
G.Skill FA-1600C11S-8GSQ 8 GB,101.53,12.691,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
G.Skill FA-8500CL7S-4GBSQ 4 GB,24.39,6.098,Black / Green,13.133,7.0,1066,DDR3,4,General,4.631943469911515
IBM 00D4968 16 GB,35.36,2.21,Black / Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Mushkin 971699A 2 GB,24.99,12.495,Black / Green,13.133,7.0,1066,DDR3,2,General,3.924488356718697
Mushkin 976647A 8 GB,23.55,2.944,Black / Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Mushkin 976643A 4 GB,33.72,8.43,Black / Blue,13.133,7.0,1066,DDR3,4,General,4.631943469911515
Patriot Mac 8 GB,74.95,9.369,Black / Blue,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Patriot Signature Apple Line 8 GB,52.01,6.501,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
VisionTek 900642 8 GB,39.14,4.893,Black,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR21R15S4/8 8 GB,32.89,4.111,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Kingston KVR16R11D4/16HB 16 GB,107.72,6.732,Black / Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Kingston KVR16R11S4/8HB 8 GB,38.63,4.829,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Samsung M393B1G73DB0-YK0 8 GB,28.2,3.525,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KTD-PE421/16G 16 GB,53.98,3.374,Green,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Kingston KTH-PL421/16G 16 GB,39.64,2.478,Green,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Kingston KTH-PL421/8G 8 GB,28.51,3.564,Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Kingston KTL-TS421/16G 16 GB,149.97,9.373,Green,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Kingston KTL-TS421/8G 8 GB,48.99,6.124,Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Crucial CT8G3ERSLD41339 8 GB,26.99,3.374,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Crucial CT8G3ERSLD8160B 8 GB,34.99,4.374,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Crucial CT8G3ERSLQ81067 8 GB,48.99,6.124,Green,13.133,7.0,1066,DDR3,8,General,6.046853696297151
Crucial CT8G3ERSLS4160B 8 GB,24.99,3.124,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KTH-PL316S8/4G 4 GB,24.99,6.247,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11S8/4EF 4 GB,49.9,12.475,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11S8/4I 4 GB,28.99,7.247,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11S8/4KF 4 GB,39.68,9.92,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR18R13D4/16 16 GB,91.93,5.746,Blue,13.934,13.0,1866,DDR3,16,General,10.758584978036685
Kingston KVR16R11D4K4/32 32 GB,236.87,7.402,Green,13.75,11.0,1600,DDR3,32,General,15.783499103569135
Kingston KVR16R11D8/4HC 4 GB,59.95,14.988,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11D8/8I 8 GB,76.95,9.619,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16R11D8L/8 8 GB,59.99,7.499,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16R11S8/4 4 GB,19.96,4.99,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11D8/8KF 8 GB,57.98,7.247,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16R11S4/8I 8 GB,49.77,6.221,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16R11D4/8HC 8 GB,30.0,3.75,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16R11D4/8 8 GB,28.99,3.624,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR16LR11D8K4/32I 32 GB,199.99,6.25,Green,13.75,11.0,1600,DDR3,32,General,15.783499103569135
Kingston KVR16LR11D4/16HA 16 GB,42.97,2.686,Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Kingston KVR16LR11D4/16 16 GB,83.89,5.243,Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Kingston KVR16LE11S8/4I 4 GB,28.99,7.247,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KTM-SX316S8/4G 4 GB,117.0,29.25,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KTM-SX316S/8G 8 GB,54.67,6.834,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KVR1066D3S8E7S/2G 2 GB,19.98,9.99,Green,13.133,7.0,1066,DDR3,2,General,3.924488356718697
Kingston KVR1333D3D4R9S/4GED 4 GB,29.42,7.355,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Kingston KVR1333D3D4R9S/8G 8 GB,40.0,5.0,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR1333D3D4R9SK3/24G 24 GB,124.99,5.208,Green,13.503,9.0,1333,DDR3,24,General,12.324094254643757
Kingston KVR1333D3LQ8R9S/8G 8 GB,156.77,19.596,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR1333D3Q8R9S/8G 8 GB,38.99,4.874,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR13E9/4I 4 GB,28.99,7.247,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Kingston KVR13LE9S8/4EF 4 GB,28.99,7.247,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Kingston KVR13LR9D4/16 16 GB,73.73,4.608,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Kingston KVR13LR9D4/16HA 16 GB,72.98,4.561,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Kingston KVR13LR9D4/16I 16 GB,54.86,3.429,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Kingston KVR13LR9S4/8 8 GB,28.99,3.624,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR13LR9S4/8HA 8 GB,28.99,3.624,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR13R9D4/16I 16 GB,44.99,2.812,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Kingston KVR13R9D4/8I 8 GB,44.84,5.605,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR13R9D4K3/48 48 GB,179.99,3.75,Green,13.503,9.0,1333,DDR3,48,General,20.813555612957575
Kingston KVR13R9D4K3/48I 48 GB,189.99,3.958,Green,13.503,9.0,1333,DDR3,48,General,20.813555612957575
Kingston KVR13R9D8/8 8 GB,59.81,7.476,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Kingston KVR13R9S4/4I 4 GB,18.97,4.742,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Mushkin Stealth 4 GB,25.99,6.497,Black / Yellow,11.25,9.0,1600,DDR3,4,General,5.972215844443425
Kingston KVR16LR11S8/4HB 4 GB,65.98,16.495,Black / Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11S8/4HB 4 GB,39.99,9.998,Black / Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston KVR16R11S8K2/8 8 GB,234.0,29.25,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston Impact 16 GB,249.99,15.624,Black / Silver,12.189,13.0,2133,DDR4,16,General,11.457195605272416
Kingston KVR21R15S4/8I 8 GB,39.99,4.999,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Crucial CT2K51264BF186DJ 8 GB,64.98,8.123,Black / Green,13.934,13.0,1866,DDR3,8,General,7.9287645252654135
Kingston D2G72M151 16 GB,199.82,12.489,Black / Green,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Kingston KCP313NS8/4 4 GB,26.35,6.588,Black / Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
Kingston Impact 32 GB,399.99,12.5,Black,12.5,15.0,2400,DDR4,32,General,17.753399893175565
Kingston KCP421SS8/8 8 GB,31.96,3.995,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Kingston KCP316SD8/8 8 GB,24.18,3.022,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KTH-PL426D8/16G 16 GB,53.4,3.337,Green / Black,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Kingston HyperX Impact 32 GB,399.99,12.5,Black,11.253,15.0,2666,DDR4,32,General,18.440668198055114
Kingston KCP424SD8/16 16 GB,36.97,2.311,Green / Black,14.167,17.0,2400,DDR4,16,General,12.048482329576846
VisionTek 900848 16 GB,181.79,11.362,Green / Black,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Crucial CT16G3ERVLD4160B 16 GB,82.99,5.187,Green / Black,16.504,11.0,1333,DDR3,16,General,9.409775765402586
Crucial CT25664BD160BJ 2 GB,19.98,9.99,Green / Black,13.75,11.0,1600,DDR3,2,General,5.171672405676863
Samsung M393B1G70DB0-YK0 8 GB,33.29,4.161,Green / Black,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Crucial CT102472BF160B 8 GB,44.99,5.624,Green / Black,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston KCS-UC426/16G 16 GB,55.99,3.499,Green / Black,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Kingston KCP424SS8/8 8 GB,26.99,3.374,Green / Black,14.167,17.0,2400,DDR4,8,General,9.218661876805573
Kingston KSM26RS8/8MEI 8 GB,38.93,4.866,Green / Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
G.Skill F4-3200C16Q2-128GTZKW 128 GB,859.0,6.711,Black / White,10.0,16.0,3200,DDR4,128,Office,53.74562696967068
