name,price,price_per_gb,color,first_word_latency,cas_latency,speed_mhz,ddr_type,total_capacity,purpose,performance_score
OLOy MD4U0836180BHKDA 16 GB,50.99,3.187,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Corsair Vengeance RGB Pro 128 GB,344.99,2.695,Black,10.0,16.0,3200,DDR4,128,Office,53.74562696967068
G.Skill Trident Z Royal 64 GB,169.99,2.656,Silver,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
TEAMGROUP Elite 64 GB,104.99,1.64,Black,13.75,22.0,3200,DDR4,64,General,30.995838356159535
Corsair Vengeance RGB 96 GB,309.99,3.229,Black,14.286,40.0,5600,DDR5,96,Design,48.24880327153752
Corsair Vengeance RGB Pro 8 GB,34.99,4.374,Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
Crucial CT16G4DFD824A 16 GB,28.99,1.812,Green / Black,14.167,17.0,2400,DDR4,16,General,12.048482329576846
Kingston Fury Beast RGB Special Edition 16 GB,71.11,4.444,White,9.444,17.0,3600,DDR4,16,Office,15.12751650056588
Mushkin Silverline 8 GB,137.02,17.128,Gray / Silver,15.0,6.0,800,DDR2,8,General,5.356650028781177
Corsair Vengeance RGB 192 GB,619.99,3.229,Black,14.615,38.0,5200,DDR5,192,General,81.20687139648984
Corsair Vengeance LP 32 GB,182.17,5.693,Black / Yellow,11.25,9.0,1600,DDR3,32,General,15.876587429142878
G.Skill Trident Z RGB 256 GB,629.99,2.461,Black,10.0,18.0,3600,DDR4,256,Office,100.00000000000001
Patriot Viper Steel RGB 32 GB,62.99,1.968,Black,11.111,20.0,3600,DDR4,32,Office,20.727212065505313
Patriot Viper 3 8 GB,18.98,2.373,Black / Silver,11.25,9.0,1600,DDR3,8,General,7.38712607082906
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,66.98,2.093,Black / Gold,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
TEAMGROUP T-Force Zeus 16 GB,30.99,1.937,Red,12.5,20.0,3200,DDR4,16,General,14.046796980489178
PNY XLR8 Gaming EPIC-X RGB 32 GB,69.98,2.187,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Klevv CRAS X RGB 32 GB,69.98,2.187,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
GeIL Orion RGB AMD Edition 32 GB,63.99,2.0,Red,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
ADATA XPG GAMMIX D45 32 GB,74.98,2.343,White,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Patriot Signature Line 8 GB,17.98,2.248,Unknown,13.75,22.0,3200,DDR4,8,General,11.187095186760626
G.Skill Trident Z5 RGB 96 GB,297.99,3.104,Black,14.286,40.0,5600,DDR5,96,Design,48.24880327153752
Patriot Signature Premium 8 GB,18.98,2.373,Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
Thermaltake TOUGHRAM XG RGB D5 32 GB,249.99,7.812,White / Silver,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Samsung M393A8G40MB2-CVF 64 GB,155.0,2.422,Green / Black,14.32,21.0,2933,DDR4,64,General,30.327874201926342
Thermaltake TOUGHRAM RGB 16 GB,129.99,8.124,Black / Silver,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Patriot Viper 4 Blackout 32 GB,64.98,2.031,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Kingston ValueRAM 16 GB,41.52,2.595,Green,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Crucial Ballistix 32 GB,196.14,6.129,White,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Corsair Vengeance RGB RS 128 GB,934.99,7.305,Black / Gray,10.0,16.0,3200,DDR4,128,Office,53.74562696967068
Lexar Hades RGB 16 GB,48.99,3.062,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Kingston Fury Renegade RGB 8 GB,37.68,4.71,Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
TEAMGROUP T-Force Xtreem ARGB 64 GB,149.99,2.344,White,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
Mushkin Silverline 64 GB,109.99,1.719,Silver,13.75,22.0,3200,DDR4,64,General,30.995838356159535
G.Skill Value 4 GB,12.33,3.083,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
TEAMGROUP T-Force Vulcan Z 8 GB,23.41,2.926,Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
Gigabyte AORUS RGB 16 GB,120.9,7.556,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
G.Skill Flare X 32 GB,63.99,2.0,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Kingston FURY 32 GB,158.52,4.954,White,14.286,40.0,5600,DDR5,32,Design,25.610239649367333
Kingston KVR16N11S6/2 2 GB,34.4,17.2,Black / Green,13.75,11.0,1600,DDR3,2,General,5.171672405676863
V-Color Prism Pro 16 GB,46.99,2.937,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Mushkin Silverline 4 GB,29.01,7.253,Gray / Silver,12.5,5.0,800,DDR2,4,General,4.039080063670228
Corsair Vengeance LPX 4 GB,19.99,4.997,Black / Yellow,13.333,16.0,2400,DDR4,4,General,7.82502776299907
Samsung M393A1G40EB1-CRC 8 GB,13.44,1.68,Green / Black,14.167,17.0,2400,DDR4,8,General,9.218661876805573
Crucial CT2K4G4DFS8266 8 GB,21.8,2.725,Green,14.254,19.0,2666,DDR4,8,General,9.866317463872663
Corsair Vengeance RGB RT 64 GB,174.99,2.734,White / Black,10.0,16.0,3200,DDR4,64,Office,31.107063347500507
PNY XLR8 Gaming MAKO 32 GB,119.99,3.75,Black / Silver,12.857,36.0,5600,DDR5,32,Design,25.632534132187406
Patriot Viper Steel RGB 64 GB,121.99,1.906,Black,11.111,20.0,3600,DDR4,64,Office,32.0464938765904
Kingston KCP316ND8/8 8 GB,18.8,2.35,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
ADATA XPG LANCER RGB 16 GB,87.89,5.493,Black,14.615,38.0,5200,DDR5,16,General,18.95082143552186
Crucial CT8G4DFS8266 8 GB,27.59,3.449,Green / Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
Kingston ValueRAM 32 GB,639.99,20.0,Green,14.065,15.0,2133,DDR4,32,General,17.06111504698446
Crucial CT2K16G56C46S5 32 GB,89.99,2.812,Black,16.429,46.0,5600,DDR5,32,Design,25.583955115877863
G.Skill NS 2 GB,10.87,5.435,Green,13.503,9.0,1333,DDR3,2,General,4.542088009522757
Patriot PSD48G2133K 8 GB,19.98,2.498,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Kingston FURY Beast 128 GB,291.2,2.275,Black,10.0,16.0,3200,DDR4,128,Office,53.74562696967068
Kingston KVR21R15D4K4/64 64 GB,130.0,2.031,Black / Green,14.065,15.0,2133,DDR4,64,General,28.380396858069552
GeIL Polaris 32 GB,82.99,2.593,Red,13.077,34.0,5200,DDR5,32,General,24.63478147774889
Silicon Power XPOWER Zenith Gaming 64 GB,180.99,2.828,Black,14.286,40.0,5600,DDR5,64,Design,36.92952146045243
Samsung M393A4K40BB1-CRC 32 GB,35.01,1.094,Green,14.167,17.0,2400,DDR4,32,General,17.708123235119388
HP V10 RGB 32 GB,129.99,4.062,Silver / Black,8.75,14.0,3200,DDR4,32,Office,19.84515021615971
Mushkin Proline 32 GB,78.12,2.441,Unknown,13.75,22.0,3200,DDR4,32,General,19.676556545074444
Crucial CT2K16G4RFD4213 32 GB,66.84,2.089,Green,14.065,15.0,2133,DDR4,32,General,17.06111504698446
ADATA XPG GAMMIX D10 32 GB,94.39,2.95,Black / Silver,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Timetec PINNACLE Konduit 8 GB,19.99,2.499,Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
Crucial CT8G4DFD8213 8 GB,21.0,2.625,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Crucial CT102464BD160B 8 GB,23.0,2.875,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Kingston Renegade Silver 16 GB,74.52,4.657,Silver / Black,10.667,32.0,6000,DDR5,16,Office,21.01123486903798
G.Skill Zeta R5 64 GB,519.99,8.125,Black / White,10.0,32.0,6400,DDR5,64,Gaming,39.0003368653769
Kingston KVR16N11/8 8 GB,28.98,3.623,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Mushkin Redline 16 GB,54.6,3.413,White,7.778,14.0,3600,DDR4,16,Office,15.212005585734047
Patriot Signature Line 16 GB,32.99,2.062,Unknown,11.875,19.0,3200,DDR4,16,Office,14.064022694688076
Klevv BOLT X 32 GB,57.99,1.812,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Corsair ValueSelect 8 GB,24.99,3.124,Black / Yellow,13.503,18.0,2666,DDR4,8,General,9.884119524564822
Corsair CMV8GX4M1A2133C15 8 GB,19.99,2.499,Black,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Patriot Viper RGB 32 GB,109.99,3.437,Black / White,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Kingston KVR16N11S8K2/8 8 GB,49.0,6.125,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
ADATA Premier 8 GB,49.97,6.246,Green,14.167,17.0,2400,DDR4,8,General,9.218661876805573
Timetec 75TT133U2R8-8G 8 GB,11.99,1.499,Green / Black,13.503,9.0,1333,DDR3,8,General,6.664453349101212
OLOy Blade RGB 64 GB,278.99,4.359,Black,10.0,32.0,6400,DDR5,64,Gaming,39.0003368653769
Crucial Ballistix Sport LT 16 GB,157.79,9.862,White,13.333,16.0,2400,DDR4,16,General,12.069758442155978
Crucial Ballistix Sport 16 GB,88.88,5.555,Black / Silver,11.25,9.0,1600,DDR3,16,General,10.216946523600331
G.Skill Trident X 16 GB,109.39,6.837,Black / Red,8.333,10.0,2400,DDR3,16,General,12.282081393123164
Crucial CT2K16G4DFD8266 32 GB,110.5,3.453,Green / Black,14.254,19.0,2666,DDR4,32,General,18.35577882218648
TEAMGROUP T-Force Dark Za 32 GB,72.98,2.281,Black / Silver,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Crucial CT2K16G4SFRA32A 32 GB,56.99,1.781,Green,13.75,22.0,3200,DDR4,32,General,19.676556545074444
Neo Forza MARS 64 GB,116.99,1.828,Gray / Black,9.5,19.0,4000,DDR4,64,Office,33.08385192241819
G.Skill Trident Z Neo 128 GB,1201.06,9.383,Black / White,7.778,14.0,3600,DDR4,128,Office,54.82949192453186
G.Skill Value 8 GB,20.4,2.55,Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
PNY XLR8 Gaming EPIC-X RGB 8 GB,24.99,3.124,Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
Mushkin Enhanced Redline 64 GB,197.99,3.094,Black,10.0,28.0,5600,DDR5,64,Office,37.0150189822321
Lexar Ares RGB 16 GB,54.99,3.437,White,9.0,18.0,4000,DDR4,16,Office,16.12548480229979
Mushkin Redline Lumina 16 GB,59.87,3.742,Black,7.778,14.0,3600,DDR4,16,Office,15.212005585734047
G.Skill Zeta R5 128 GB,1099.99,8.594,Black / White,10.0,32.0,6400,DDR5,128,Gaming,61.63890048754708
Mushkin Redline Lumina 64 GB,167.99,2.625,Black,8.889,16.0,3600,DDR4,64,Office,32.131212672223505
Crucial CT32G52C42U5 32 GB,94.99,2.968,Black,16.154,42.0,5200,DDR5,32,General,24.59069356370483
ADATA Premier 16 GB,43.98,2.749,Black,16.667,40.0,4800,DDR5,16,General,17.929828493318084
G.Skill Flare X5 96 GB,269.99,2.812,Black,14.286,40.0,5600,DDR5,96,Design,48.24880327153752
Crucial CT2KIT25664AA800 4 GB,31.49,7.872,Green,15.0,6.0,800,DDR2,4,General,3.94173980239554
Crucial CT4G4DFS8213 4 GB,16.0,4.0,Black / Green,14.065,15.0,2133,DDR4,4,General,7.156743462285009
OLOy Blade RGB 16 GB,95.99,5.999,Black,14.286,40.0,5600,DDR5,16,General,19.950598743824788
Kingston KSM48R40BD4TMM-64HMR 64 GB,289.99,4.531,Green,16.667,40.0,4800,DDR5,64,General,34.90875120994572
Corsair CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel XMP 2.0 Desktop Memory Model CMK64GX4M4X4000C18 64 GB,799.28,12.489,Black / Yellow,9.0,18.0,4000,DDR4,64,Office,33.10440751892743
Corsair Vengeance RGB RS 8 GB,29.99,3.749,Black / Gray,10.0,16.0,3200,DDR4,8,General,11.2983201781016
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,139.99,4.375,Green,13.75,22.0,3200,DDR4,32,General,19.676556545074444
G.Skill Trident Z5 Neo RGB 96 GB,297.99,3.104,Black,14.286,40.0,5600,DDR5,96,Design,48.24880327153752
Silicon Power SP016GBLTU160ND2J7 16 GB,23.99,1.499,Gray,13.75,11.0,1600,DDR3,16,General,10.12385819802659
G.Skill Trident Z Royal Elite 64 GB,305.63,4.775,Gold,8.908,19.0,4266,DDR4,64,Office,33.76080503904443
G.Skill Trident Z Neo 256 GB,609.99,2.383,Silver / Black,10.0,18.0,3600,DDR4,256,Office,100.00000000000001
Patriot Viper Steel RGB 8 GB,25.49,3.186,Black,11.111,20.0,3600,DDR4,8,General,12.237750707191493
Kingston HyperX Fury 16 GB,154.9,9.681,White / Silver,10.718,10.0,1866,DDR3,16,General,10.874563326659421
G.Skill NT 16 GB,95.87,5.992,Black,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Kingston FURY 16 GB,80.11,5.007,White,14.286,40.0,5600,DDR5,16,General,19.950598743824788
V-Color Prism Pro 32 GB,78.99,2.468,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,44.99,2.812,Black / Gold,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Ares 16 GB,56.32,3.52,Black / Blue,9.167,11.0,2400,DDR3,16,General,12.231352002779381
Corsair Vengeance RGB Pro SL 256 GB,699.99,2.734,Black,10.0,16.0,3200,DDR4,256,Office,99.02275421401106
Timetec FBA_75TT160UL1R8-4G 16 GB,16.98,1.061,Black,13.75,11.0,1600,DDR3,16,General,10.12385819802659
G.Skill Value 16 GB,43.22,2.701,Black,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Timetec PINNACLE Konduit RGB 16 GB,36.99,2.312,White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Ripjaws 16 GB,61.8,3.862,Black / Red,12.5,15.0,2400,DDR4,16,General,12.093758987633018
Mushkin Proline 16 GB,42.88,2.68,Unknown,13.75,22.0,3200,DDR4,16,General,14.0169156395319
Mushkin Redline 32 GB,97.99,3.062,Black,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Crucial CT16G4WFD8213 16 GB,95.0,5.938,Green,14.065,15.0,2133,DDR4,16,General,11.401474141441918
GeIL EVO SPEAR 16 GB,49.99,3.124,Black / Orange,10.667,16.0,3000,DDR4,16,General,13.61495451824405
Kingston ValueRAM 2 GB,16.91,8.455,Green,15.0,6.0,800,DDR2,2,General,3.234284689202722
V-Color Manta XPrism RGB 64 GB,239.99,3.75,Silver,11.333,34.0,6000,DDR5,64,Office,37.97524217414018
Crucial Ballistix MAX RGB 16 GB,199.41,12.463,Black,9.0,18.0,4000,DDR4,16,Office,16.12548480229979
Crucial CT8G4DFS832A 8 GB,31.33,3.916,Green / Black,13.75,22.0,3200,DDR4,8,General,11.187095186760626
Kingston Server Premier 8 GB,29.75,3.719,Unknown,14.254,19.0,2666,DDR4,8,General,9.866317463872663
G.Skill Ripjaws S5 48 GB,149.99,3.125,Black,13.333,40.0,6000,DDR5,48,Design,32.279630082930495
Samsung M393A2G40DB0-CPB 16 GB,51.49,3.218,Black / Green,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Kingston KCP426NS8/8 8 GB,24.37,3.046,Green / Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
Kingston KVR13N9K2/16 16 GB,118.97,7.436,Green,13.503,9.0,1333,DDR3,16,General,9.494273801872483
Crucial CT4G4DFS8266 4 GB,14.58,3.645,Green / Black,14.254,19.0,2666,DDR4,4,General,8.451407237487027
Samsung MV-3V4G3D/US 8 GB,306.36,38.295,Black,13.75,11.0,1600,DDR3,8,General,7.294037745255317
Patriot Venom RGB 32 GB,112.99,3.531,Black / White,12.903,40.0,6200,DDR5,32,Design,27.1247302912562
Samsung M393A2G40EB1-CRC 16 GB,26.49,1.656,Black / Green,14.167,17.0,2400,DDR4,16,General,12.048482329576846
Kingston ValueRAM 64 GB,249.99,3.906,Black / Green,14.065,15.0,2133,DDR4,64,General,28.380396858069552
Crucial CT16G4DFD8266 16 GB,56.61,3.538,Green / Black,14.254,19.0,2666,DDR4,16,General,12.696137916643936
G.Skill Aegis 4 GB,14.79,3.697,Black / Red,12.5,15.0,2400,DDR4,4,General,7.849028308476111
OLOy MD4U323216DJDA 64 GB,121.99,1.906,Black,10.0,16.0,3200,DDR4,64,Office,31.107063347500507
Neo Forza Trinity 32 GB,334.99,10.468,Black,12.5,40.0,6400,DDR5,32,Design,27.62939130336097
GeIL Orion AMD Edition 16 GB,37.99,2.374,Gray,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Corsair Vengeance LP 16 GB,79.98,4.999,Black / Yellow,12.5,10.0,1600,DDR3,16,General,10.165946004801953
Corsair ValueSelect 4 GB,14.99,3.748,Black,13.333,16.0,2400,DDR4,4,General,7.82502776299907
Crucial Ballistix Sport 1 GB,9.25,9.25,Black / Silver,12.5,10.0,1600,DDR3,1,General,4.860032655855816
GeIL Orion RGB AMD Edition 16 GB,39.99,2.499,Gray,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Corsair Dominator Platinum RGB 128 GB,414.99,3.242,Black,10.0,16.0,3200,DDR4,128,Office,53.74562696967068
ADATA XPG CASTER RGB 32 GB,126.99,3.968,Black / Silver,13.333,40.0,6000,DDR5,32,Design,26.619989177387954
Micron MT8JTF51264AZ-1G6E1 4 GB,19.98,4.995,Black / Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Patriot Viper Elite II 64 GB,114.99,1.797,Red / Black,11.111,20.0,3600,DDR4,64,Office,32.0464938765904
Crucial CT2K16G52C42U5 32 GB,94.99,2.968,Black,16.154,42.0,5200,DDR5,32,General,24.59069356370483
Crucial CT8G4DFS8213 8 GB,35.0,4.375,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
TEAMGROUP Team T-Force aTF10D416G3600HC18JDC01XTREEM ARGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF10D416G3600HC18JDC01 16 GB,59.99,3.749,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Neo Forza MARS 16 GB,49.99,3.124,Gray / Black,8.636,19.0,4400,DDR4,16,Office,17.122664647962395
Crucial Ballistix Sport 4 GB,39.7,9.925,Black / Silver,11.25,9.0,1600,DDR3,4,General,5.972215844443425
Samsung M393B2G70DB0-YK0 16 GB,28.99,1.812,Black / Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Crucial CT16G52C42U5 16 GB,46.99,2.937,Black,16.154,42.0,5200,DDR5,16,General,18.931052658162283
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,195.0,12.188,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Ripjaws 32 GB,89.99,2.812,Black / Silver,14.167,34.0,4800,DDR5,32,General,23.62340352965813
G.Skill Ripjaws 64 GB,103.99,1.625,Blue / Black,13.75,22.0,3200,DDR4,64,General,30.995838356159535
V-Color Manta XPrism RGB 32 GB,238.28,7.446,Silver,10.0,36.0,7200,DDR5,32,Gaming,29.670968492035808
Silicon Power SP032GBSFU320X22 32 GB,48.79,1.525,Unknown,13.75,22.0,3200,DDR4,32,General,19.676556545074444
G.Skill TridentZ RGB 16 GB,127.28,7.955,Black,8.5,17.0,4000,DDR4,16,Office,16.148367447470445
G.Skill Ripjaws V 256 GB,486.35,1.9,Red,14.254,19.0,2666,DDR4,256,General,97.59075149978212
PROXMEM UNDERWORLD TUF 32 GB,104.99,3.281,Black / Gray,10.0,28.0,5600,DDR5,32,Office,25.69573717114701
G.Skill Flare X5 48 GB,149.99,3.125,Black,13.333,40.0,6000,DDR5,48,Design,32.279630082930495
Patriot Signature 16 GB,24.99,1.562,Black,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Lexar Hades RGB 32 GB,69.98,2.187,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,99.99,3.125,Black / Silver,14.286,40.0,5600,DDR5,32,Design,25.610239649367333
Silicon Power SU016GBLFU266BD2J6 16 GB,30.99,1.937,Gray,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Crucial CT2K8G4DFS8266 16 GB,59.95,3.747,Green,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Corsair Vengeance RGB 16 GB,384.36,24.023,Black,10.667,16.0,3000,DDR4,16,General,13.61495451824405
Crucial CT2K16G48C40S5 32 GB,80.99,2.531,Black,16.667,40.0,4800,DDR5,32,General,23.58946939886063
Corsair ValueSelect 16 GB,34.99,2.187,Black,14.065,15.0,2133,DDR4,16,General,11.401474141441918
Silicon Power SP008GLSTU160N02 8 GB,10.97,1.371,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
TEAMGROUP T-Create Expert 48 GB,209.99,4.375,Black,9.444,34.0,7200,DDR5,48,Gaming,35.34446000197707
TEAMGROUP T-Force Xtreem ARGB 256 GB,499.99,1.953,Black,10.0,16.0,3200,DDR4,256,Office,99.02275421401106
G.Skill FORTIS 16 GB,143.0,8.938,Black / Red,12.5,15.0,2400,DDR4,16,General,12.093758987633018
Silicon Power SP064GBSVU480F22 64 GB,129.04,2.016,Unknown,16.667,40.0,4800,DDR5,64,General,34.90875120994572
G.Skill Sniper 16 GB,167.56,10.473,Black / Red,9.167,11.0,2400,DDR3,16,General,12.231352002779381
GeIL Polaris RGB SYNC 32 GB,184.99,5.781,Black,10.0,36.0,7200,DDR5,32,Gaming,29.670968492035808
Corsair Vengeance RGB RT 128 GB,344.99,2.695,Black,10.0,18.0,3600,DDR4,128,Office,54.72287275565965
Crucial CT4K16G4DFD8266 64 GB,239.99,3.75,Green,14.254,19.0,2666,DDR4,64,General,29.67506063327157
G.Skill Ripjaws Z 32 GB,283.0,8.844,Unknown,9.167,11.0,2400,DDR3,32,General,17.890992908321927
Corsair Vengeance LED 64 GB,878.82,13.732,Black / Blue,10.0,16.0,3200,DDR4,64,Office,31.107063347500507
Corsair Vengeance 4 GB,24.99,6.247,Black / Silver,11.25,9.0,1600,DDR3,4,General,5.972215844443425
Crucial Ballistix Sport 8 GB,59.99,7.499,Black / Silver,11.25,9.0,1600,DDR3,8,General,7.38712607082906
Patriot PSD34G160081 4 GB,10.29,2.572,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
TEAMGROUP Elite 4 GB,14.7,3.675,Black,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Timetec PINNACLE Konduit RGB 8 GB,26.99,3.374,White,10.0,18.0,3600,DDR4,8,General,12.275565964090555
Crucial CT2KIT51264BD160B 8 GB,28.0,3.5,Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
G.Skill TridentZ RGB 64 GB,529.99,8.281,Black,7.778,14.0,3600,DDR4,64,Office,32.190928302361684
Crucial CT8G4DFRA266 8 GB,27.48,3.435,Green,14.254,19.0,2666,DDR4,8,General,9.866317463872663
Kingston KVR16N11K2/16 16 GB,86.69,5.418,Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Kingston HyperX Fury 64 GB,459.0,7.172,Black / Silver,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
Kingston FURY Impact 32 GB,115.31,3.603,Black,14.286,40.0,5600,DDR5,32,Design,25.610239649367333
G.Skill FORTIS 64 GB,134.51,2.102,Black / Red,12.5,15.0,2400,DDR4,64,General,29.072681704260653
ADATA XPG GAMMIX D45 64 GB,250.51,3.914,Black,10.0,16.0,3200,DDR4,64,Office,31.107063347500507
Kingston KSM48E40BD8KM-32HM 32 GB,149.99,4.687,Green,16.667,40.0,4800,DDR5,32,General,23.58946939886063
Kingston FURY Renegade 8 GB,33.51,4.189,Black,8.889,16.0,3600,DDR4,8,General,12.3224695028246
G.Skill NT 8 GB,91.0,11.375,Black,14.065,15.0,2133,DDR4,8,General,8.571653688670645
Corsair XMS3 8 GB,46.49,5.811,Black / Silver,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Crucial CT2K4G4DFS8213 8 GB,69.98,8.748,Black / Green,14.065,15.0,2133,DDR4,8,General,8.571653688670645
