name,price,style,switches,backlit,tenkeyless,connection_type,color,purpose,performance_score
AZIO PRISM,121.93,Slim,None,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
Cobra Cobra II,50.72,Standard,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Genius Imperator Pro White Edition,52.22,Gaming,None,RGB,False,Wired,White / Gray,Mid-Range Gaming,68.0
Rosewill Line RK-500,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Thermaltake eSports MEKA G-Unit,101.37,Gaming,Cherry MX Black,Red,False,Wired,Black / Red,Mid-Range Gaming,79.0
Happy Hacking Lite2,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
Razer Blackwidow 2014 Stealth Edition,116.31,Gaming,Razer Orange,None,False,Wired,Black,Mid-Range Gaming,58.0
Thermaltake KB-PIZ-KBBLUS-01,78.18,Gaming,Kailh Brown,Blue,False,Wired,Black,Mid-Range Gaming,71.0
Thermaltake KB-POI-BLBLUS-01,128.33,Gaming,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Thermaltake KB-POI-RDBLUS-01,138.92,Gaming,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Cherry JK-0700 Compact Quiet Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Logitech Wireless Keyboard K360,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Logitech K725-C,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Rosewill RGB80,74.66,Gaming,Kailh Blue,Multicolor,True,Wired,Black,Compact,71.0
HP G1K29AA#ABA,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
HP G1K29UT#ABA,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Gigabyte K3100,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Mad Catz S.T.R.I.K.E.M,156.72,Mini,None,White,True,Bluetooth Wireless,Black / Silver,Compact,71.0
Topre Realforce 87U Silent,112.72,Slim,Topre Variable Silent,Blue,True,Wired,White / Gray,Compact,59.0
Topre Realforce 87U EK Edition,138.32,Slim,Topre 45g,Red,True,Wired,Black / Gray,Compact,59.0
Topre Realforce 104U,442.58,Standard,Topre Variable,None,False,Wired,White / Gray,Mid-Range Gaming,38.0
Topre Realforce 104UG High Profile,118.09,Standard,Topre 45g,None,False,Wired,Black / Gray,Mid-Range Gaming,38.0
Rosewill Apollo RK-9100xBRE,108.52,Gaming,Cherry MX Red,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill Apollo RK-9100xRRE,110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Thermaltake POSEIDON ZX,78.07,Standard,Kailh Blue,Blue,True,Wired,Black,Compact,71.0
Buslink KR-6421-WH Keyboard,31.69,Slim,None,None,False,Wired,White,Office/Budget,38.0
Chester Creek Technologies TrekKeys,89.89,Mini,None,None,True,Bluetooth Wireless,White / Silver,Compact,50.0
Logitech K400 (920-003070),119.22,Slim,None,None,True,Wireless,Black,Compact,50.0
Rosewill BK-500A,82.64,Slim,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Cooler Master Novatouch TKL,125.89,Standard,Topre 45g,None,True,Wired,Black,Compact,38.0
Rosewill RGB80 BR,81.22,Gaming,Kailh Brown,Multicolor,True,Wired,Black,Compact,71.0
Thermaltake KNUCKER Plunger,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Ducky Shine 4,92.22,Gaming,Cherry MX Black,Red / Blue,False,Wired,Black,Mid-Range Gaming,79.0
Razer Deathstalker Expert,113.36,Gaming,None,Green,False,Wired,Black,Mid-Range Gaming,59.0
i-rocks RF-6572L-BK,150.22,Standard,None,None,False,Wireless,Black / Silver,Mid-Range Gaming,50.0
Asus 90MS0000-P00010,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Cooler Master CM Storm Devastator - OEM,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Mad Catz S.T.R.I.K.E.TE,278.61,Gaming,Kailh Brown,White,False,Wired,Black / Blue,Premium Gaming,71.0
ROCCAT Ryos TKL Pro,114.06,Gaming,Cherry MX Blue,Blue,True,Wired,Black,Compact,79.0
i-rocks RF-6572L-WH,69.28,Slim,None,None,False,Wireless,White,Mid-Range Gaming,50.0
Ducky Zero TKL,140.6,Mini,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Corsair K95 RGB UK,126.85,Gaming,Cherry MX Blue,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Corsair K70 RGB UK,165.2,Gaming,Cherry MX Brown,RGB,False,Wired,Black,Premium Gaming,88.0
Corsair K65 RGB UK,119.27,Gaming,Cherry MX Red,RGB,True,Wired,Black,Compact,88.0
Microsoft Wired Desktop 400 for Business,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Asus STRIX TACTIC PRO,165.93,Gaming,Cherry MX Brown,Orange,False,Wired,Black,Premium Gaming,79.0
Belkin B2B127-BLK,46.25,Mini,None,None,True,Wired,Black,Compact,38.0
Cougar ATTACK2-2B,126.24,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Cougar ATTACK2-3B,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Cougar 200K,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Cougar 500K,80.36,Gaming,None,Orange,False,Wired,Black,Mid-Range Gaming,59.0
Cougar 700K,115.29,Gaming,Cherry MX Red,Red,False,Wired,Black / Silver,Mid-Range Gaming,79.0
Cougar KBC700-2IS,101.17,Gaming,Cherry MX Black,Red,False,Wired,Black,Mid-Range Gaming,79.0
Gigabyte FORCE K7 Wireless,68.04,Gaming,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Lenovo Cherry SmartBoard G83-6644,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Mad Catz S.T.R.I.K.E. TE,79.23,Gaming,Kailh Brown,White,False,Wired,White,Mid-Range Gaming,71.0
Razer Deathstalker Essential,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
ROCCAT RYOS TKL PRO,141.85,Gaming,Cherry MX Brown,Blue,True,Wired,Beige / Gray,Compact,79.0
Rosewill Apollo RK-9100xBBL,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill Apollo RK-9100xRBL,101.17,Gaming,Cherry MX Black,Red,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill RBK-100,92.52,Slim,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Rosewill RK-9000V2 BR,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Thermaltake CHALLENGER Illuminated,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Buslink KR-6421-BK Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
KUL ES-87 Smoke,128.03,Standard,Cherry MX Blue,None,True,Wired,Gray,Compact,58.0
KeyTronic MK320,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
KeyTronic MK520,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Adesso EasyTouch135,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Cooler Master MECH,114.58,Gaming,Cherry MX Blue,White,False,Wired,Black / Silver,Mid-Range Gaming,79.0
Ducky Mini,115.03,Mini,Cherry MX Black,Red / Blue,True,Wired,Black / Silver,Compact,79.0
Das Keyboard 4C Professional,125.89,Standard,Greetech Blue,None,True,Wired,Black,Compact,38.0
Das Keyboard 4C Ultimate,125.89,Standard,Greetech Blue,None,True,Wired,Black,Compact,38.0
Gear Head KB5500M,110.61,Gaming,Kailh Red,None,True,Wired,Black,Compact,50.0
KeyTronic K120P,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
KeyTronic K120U,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
RCA TPH510,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Rosewill RK-9000V2 RE,152.42,Standard,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Cherry JD-0400EU-2,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Lenovo Preferred Pro USB Fingerprint Keyboard -US English,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Monoprice K11,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Monoprice 6821,47.4,Slim,None,None,False,Wired,Black / White,Office/Budget,38.0
Monoprice 9180,126.24,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Monoprice 9181,140.26,Standard,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Monoprice K3 Chocolate Style,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Monoprice K9,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Monoprice 9433,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Adesso SlimTouch 510R,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cherry G80-3930 MX 6.0,116.83,Gaming,Cherry MX Red,Red / Blue,False,Wired,Black / Silver,Mid-Range Gaming,79.0
EagleTec K005 / KS03,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Nixeus MODA,105.81,Gaming,Kailh Brown,None,True,Wired,Black,Compact,50.0
Genius 31330185100,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
IOGEAR Kaliber Gaming IKON,198.69,Standard,None,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
IOGEAR Quietus Desktop,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Panasonic Ikey Keyboard,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
SMK-Link BLU-LINK,117.48,Slim,None,None,True,Bluetooth Wireless,Black / Silver,Compact,50.0
SolidTek KB-6600,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
IOGEAR Quietus RF Desktop,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Cooler Master Quick Fire XTi,107.64,Standard,Cherry MX Blue,Red / Blue,False,Wired,Black,Mid-Range Gaming,79.0
TekNmotion TM-NIBK11,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Ducky ONE,137.53,Standard,Cherry MX Brown,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Adesso SlimTouch 2200,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
AZIO MGK1 RGB,58.82,Standard,Kailh Blue,RGB,False,Wired,Black,Mid-Range Gaming,80.0
HEC HGX300,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
SMK-Link VP3800,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SolidTek KB-3910BL,58.7,Standard,None,None,True,Wired,Black,Compact,38.0
Thermaltake Poseidon Z,84.98,Gaming,Kailh Blue,Blue,False,Wired,Black,Mid-Range Gaming,71.0
Feenix Autore,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Razer BlackWidow Ultimate Stealth,195.9,Gaming,Razer Orange,Green,False,Wired,Black,Premium Gaming,79.0
Adesso SlimTouch 270,37.43,Mini,None,None,False,Wired,White,Compact,38.0
Genius Scorpion K20,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
HP QY776AA#ABC,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Microsoft 2VJ-00003,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Microsoft 3TJ-00002,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Microsoft B2M-00014,287.01,Ergonomic,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Microsoft E6K-00002,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
SteelSeries SteelSeries Apex 300 Keyboard,38.92,Standard,None,White,False,Wired,Black,Office/Budget,59.0
Max Keyboard Blackbird,71.08,Gaming,Cherry MX Brown,Red,True,Wired,Black,Compact,79.0
Redragon ASURA K501,188.69,Gaming,None,Multicolor,False,Wired,Black / Red,Premium Gaming,59.0
G.Skill RIPJAWS KM780R,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
KBParadise V60,103.38,Mini,Cherry MX Blue,Red / Blue,True,Wired,Black,Compact,79.0
Genius G-ZEUS,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Das Keyboard Division Zero X40,95.51,Gaming,Alpha-Zulu Linear,Red,False,Wired,Black / Gray,Mid-Range Gaming,59.0
Speedlink SL-6482-BK,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Tomoko MMC023,125.89,Standard,Huano Blue,None,True,Wired,Black,Compact,38.0
ROCCAT Ryos MK FX RGB,165.2,Gaming,Cherry MX Brown,RGB,False,Wired,Black,Premium Gaming,88.0
AllSmartLife K108,48.55,Gaming,Outemu Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Penclic C2B,58.38,Mini,None,None,True,Wired,Black / Blue,Compact,38.0
Penclic C2W,41.32,Mini,None,None,True,Wired,White / Blue,Compact,38.0
Penclic K2B,51.57,Mini,None,None,True,Wireless,Black / Red,Compact,50.0
Penclic MK1,78.59,Standard,Kailh Brown,White,True,Wired,Black / White,Compact,71.0
Nixeus MK-RD15,107.39,Gaming,Kailh Red,None,True,Wired,Black / Gray,Compact,50.0
NOX Krom Kombat,80.36,Gaming,None,Orange,False,Wired,Black,Mid-Range Gaming,59.0
NOX Krom Kratos,73.02,Standard,Kailh Blue,Orange,False,Wired,Black,Mid-Range Gaming,71.0
NOX Krom Kratos RGB,84.85,Gaming,Kailh Red,RGB,False,Wired,Black,Mid-Range Gaming,80.0
NOX Krom Kratos TKL,68.68,Gaming,Kailh Blue,Orange,False,Wired,Black,Mid-Range Gaming,71.0
G.Skill Ripjaws KM570 RGB,126.85,Gaming,Cherry MX Blue,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Creative Labs Vanguard K08,85.06,Gaming,PRES,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Plugable MECH87BW,44.42,Standard,Outemu Blue,White,True,Wired,Black,Office/Budget,59.0
Plugable MECH104BW,41.51,Standard,Outemu Blue,White,False,Wired,Black,Office/Budget,59.0
RIOTORO Ghostwriter Classic,188.69,Gaming,None,Multicolor,False,Wired,Black / Red,Premium Gaming,59.0
ROCCAT SOVA,203.14,Gaming,None,Blue,True,Wired,Black,Premium Gaming,59.0
AZIO Armato,80.29,Gaming,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Genius LuxeMate 100,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
IOGEAR GKB710L,79.47,Standard,Kailh Blue,Blue,False,Wired,Black,Mid-Range Gaming,71.0
Cooler Master MasterSet MS120 (UK),58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cooler Master MasterSet MS120 (FR),58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cooler Master MasterSet MS120 (DE),58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cooler Master MasterSet MS120 (ES),58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cooler Master MasterKeys S (MX Red),134.2,Gaming,Cherry MX Red,None,True,Wired,Black,Compact,58.0
Cooler Master MasterKeys S (MX Blue),130.35,Gaming,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Cooler Master MasterKeys S (MX Green),112.07,Gaming,Cherry MX Green,None,True,Wired,Black,Compact,58.0
Cooler Master MasterKeys L (MX Brown),160.1,Gaming,Cherry MX Brown,None,False,Wired,Black,Premium Gaming,58.0
Cooler Master MasterKeys L (MX Red),138.92,Gaming,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Cooler Master MasterKeys L,128.33,Gaming,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Cooler Master MasterKeys L (MX Green),117.25,Gaming,Cherry MX Green,None,False,Wired,Black,Mid-Range Gaming,58.0
Cooler Master MasterKeys L (MX Speed Silver),193.59,Gaming,Cherry MX Speed Silver,None,False,Wired,Black,Premium Gaming,58.0
GALAX HOF Black Edition (MX Brown),257.87,Gaming,Cherry MX Brown,White,False,Wired,Black,Premium Gaming,79.0
GALAX HOF Black Edition (MX Blue),116.08,Gaming,Cherry MX Blue,White,False,Wired,Black,Mid-Range Gaming,79.0
Mionix Wei,132.85,Standard,Cherry MX Red,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Cougar 450K,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Cougar DEATHFIRE,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Cooler Master MasterKeys Pro S White (MX Blue),86.26,Standard,Cherry MX Blue,White,True,Wired,Black,Compact,79.0
Cooler Master MasterKeys Pro S White (MX Red),77.78,Standard,Cherry MX Red,White,True,Wired,Black,Compact,79.0
Cooler Master MasterKeys Pro S White (MX Speed Silver),117.36,Standard,Cherry MX Speed Silver,White,True,Wired,Black,Compact,79.0
Cooler Master MasterKeys Pro M White (MX Blue),92.76,Standard,Cherry MX Blue,White,False,Wired,None,Mid-Range Gaming,79.0
Cooler Master MasterKeys Pro M White (MX Red),87.05,Standard,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Tesoro Gram Spectrum (Black w/Blue Switches),85.06,Gaming,Tesoro Agile Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Tomoko CAAA1-CAAA1-VD,53.77,Gaming,Outemu Blue,None,False,Wired,Black,Mid-Range Gaming,38.0
Jelly Comb MKJC0258,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Microsoft 3RA-00022,151.83,Ergonomic,None,None,False,Bluetooth Wireless,Gray,Mid-Range Gaming,50.0
Ducky One,132.32,Gaming,Cherry MX Brown,RGB,True,Wired,Black,Compact,88.0
SteelSeries Apex M750 UK,110.19,Gaming,SteelSeries QX2 Red,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Ducky ONE 2 Skyline PBT Gaming Tastatur,290.83,Gaming,Cherry MX Brown,None,True,Wired,Black / Blue,Premium Gaming,58.0
Microsoft Reclusa,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Velocifire TKL01,53.89,Standard,Outemu Brown,Blue,True,Wired,Black,Compact,59.0
Velocifire TKL02WS,91.16,Standard,Outemu Brown,White,True,Wireless,Black,Compact,71.0
Rottay TH-419B,93.43,Gaming,Outemu Brown,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
Cooler Master MK850 (UK),118.8,Gaming,Cherry MX Red,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Ducky One 2 (MX Black),90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky One 2 (MX Red),108.52,Gaming,Cherry MX Red,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky One 2 (MX Speed Silver),190.24,Gaming,Cherry MX Speed Silver,Blue,False,Wired,Black,Premium Gaming,79.0
Redragon K551-N,44.94,Standard,Outemu Blue,None,False,Wired,Black,Office/Budget,38.0
Velocifire VM30,130.42,Gaming,Kailh Black,Multicolor,False,Wired,Black / Silver,Mid-Range Gaming,71.0
Velocifire VM01WS,100.02,Standard,Outemu Brown,None,False,Wireless,Black,Mid-Range Gaming,50.0
Corsair K70 LUX (MX Blue),152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Velocifire TKL71WS,103.11,Gaming,Outemu Brown,Blue,True,Wireless,Black,Compact,71.0
Qwazar Red Shift,110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Adesso AKB-133CB,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Adesso AKB-150CB,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Adesso AKB-636UB,86.47,Standard,Kailh Blue,None,False,Wired,Black,Mid-Range Gaming,50.0
Adesso WKB-1200CB,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Adesso AKB-630CB,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Adesso AKB-136CB,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Adesso AKB-150SB,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Acco Kensington 64406,43.75,Standard,None,None,False,Wired,White,Office/Budget,38.0
EVGA Z10 RGB,49.55,Gaming,Kailh Blue,RGB,False,Wired,Black,Mid-Range Gaming,80.0
Aula Dzi SI-862,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
IOGEAR Kaliber Gaming MECHLITE,82.19,Standard,Kailh Brown,Blue,False,Wired,Black,Mid-Range Gaming,71.0
IOGEAR GKM562R,119.22,Slim,None,None,True,Wireless,Black,Compact,50.0
Buslink I-Rocks IRK77RP-BK,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
MSI Vigor GK60,110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Microsoft 800,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
HP Collaboration,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Genius SlimStar 8008,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Cougar Aurora,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cougar Aurora S,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
V7 CKU200MX Spanish,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SMK-Link VP3827,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
SMK-Link VP6620,53.14,Slim,None,None,False,Wireless,Silver / Black,Mid-Range Gaming,50.0
SIIG JK-WR0J12-S1,68.04,Gaming,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Verbatim VER99789,35.64,Standard,None,White,False,Wired,Black,Office/Budget,59.0
SIIG JK-US0M12-S1,198.24,Standard,None,Multicolor,False,Wired,Silver / Black,Mid-Range Gaming,59.0
SIIG JK-US0N12-S1,46.25,Mini,None,None,True,Wired,Black,Compact,38.0
SIIG JK-WR0S12-S1,119.22,Slim,None,None,True,Wireless,Black,Compact,50.0
Kodak TRUFORM 1150,67.67,Ergonomic,None,None,True,Wireless,Black,Compact,50.0
Kodak TRUFORM 1500,67.67,Ergonomic,None,None,True,Wireless,Black,Compact,50.0
Kodak TRUFORM 3500,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Kodak TRUFORM 4500,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
SteelSeries Apex M750 TKL PUBG Edition,112.77,Gaming,SteelSeries QX2 Red,RGB,True,Wired,Gray,Compact,68.0
ROCCAT Vulcan 100 AIMO,84.24,Gaming,Roccat Titan Brown,RGB,False,Wired,Black,Mid-Range Gaming,68.0
ROCCAT Vulcan 80,84.76,Gaming,Roccat Titan Brown,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Rosewill K10,97.93,Slim,None,None,False,Bluetooth Wireless,Silver / Black,Mid-Range Gaming,50.0
Rosewill K10 S,72.32,Slim,None,None,False,Bluetooth Wireless,Silver / White,Mid-Range Gaming,50.0
V7 CKW200MX,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
V7 KU300US,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Hcman Hcman H02,58.11,Gaming,CK Blue,Multicolor,True,Wired,Black,Compact,59.0
EagleTec KG010-RGB,48.55,Gaming,Outemu Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
EagleTec KG011-RGB,189.16,Gaming,Outemu Blue,RGB,False,Wired,Silver / White,Premium Gaming,68.0
Rosewill RK-9300_BR,166.02,Gaming,Cherry MX Brown,Blue,False,Wired,Black,Premium Gaming,79.0
Gigabyte XK700,89.1,Gaming,TTC Red,RGB,False,Wired,Silver,Mid-Range Gaming,68.0
Cougar ULTIMUS,69.5,Gaming,TTC Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cougar ULTIMUS RGB,69.5,Gaming,TTC Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Cherry MX Board 5.0,177.99,Gaming,Cherry MX Silent Red,White,False,Wired,Black / Silver,Premium Gaming,79.0
Tesoro GRAM SPECTRUM TKL,89.13,Gaming,Tesoro Agile Red,RGB,True,Wired,Black,Compact,68.0
MK Night Typist,92.86,Standard,Cherry MX Blue,White,False,Wired,Black,Mid-Range Gaming,79.0
Genius Scorpion K10,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
matias FK318PCLBB,95.0,Standard,None,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
